source_site,category,place_or_event_name,period,target_age,region,fee_info,description,booking_url,ai_tags,crawled_at,theme_tags,congestion_score,popularity_score
팝가(Popga) | 팝업스토어,팝업스토어,이야이야앤프렌즈 팝업,2026-04-24 ~ 2026-04-30,전연령,"서울 강남구 압구정로 165 | 위도:37.5273661233, 경도:127.0274685268",,"가장 좋은 일상을 제안하는 현대백화점에서 이야이야앤프렌즈를 만나보세요. 지금 압구정 본점과 판교점에서 프리미엄 엑스트라버진 올리브오일 감각적인 굿즈, 그리고 특별한 혜택까지 함께하실 수 있습니다🫒",https://www.instagram.com/p/DXk0RgZCYIv/,강남:1.0;이야이야앤프렌즈 팝업:1.0;yiayiaandfriends 팝업:1.0;캐리마켓 신사점:1.0;강남 팝업:1.0;강남/서초:1.0;리빙:1.0;couple_score:0.2;couple_signal_soft:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,라이프스타일:1.0;리빙/인테리어:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,이상한 K뷰티 : 엄마의 서랍,2026-04-10 ~ 2026-06-10,전연령,"서울 중구 을지로 281 | 위도:37.5680445877, 경도:127.0108903555",,"이상한 K-뷰티, 엄마의 서랍 속으로! 💄 어느 날 엄마의 서랍을 열어보았어, 이 안에는 우리가 몰랐던 K-뷰티의 비밀이 숨어있어! 익숙한 공간이 낯설게 느껴지는 순간, 코코힐리와 함께 새로운 시선으로 뷰티를 만나보세요 ✨",https://www.instagram.com/p/DXIrCKAgbqZ/,중구:1.0;중구 팝업:1.0;동대문 팝업:1.0;동대문DDP:1.0;코코힐리:1.0;비더비:1.0;DDP전시:1.0;키즈뷰티:1.0;K뷰티체험:1.0;이색전시:1.0;체험형전시:1.0;포토존:1.0;미디어아트:1.0;서울전시:1.0;엄마의서랍:1.0;서울가볼만한곳:1.0;4월전시:1.0;btheb:1.0;서울데이트:1.0;아이들과가볼만한곳:1.0;체험형 팝업:1.0;뷰티:1.0;couple_score:1.5;couple_signal_strong:1.0;pick_count:10;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,뷰티:1.0;화장품:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,라꾸라꾸 팝업,2026-05-01 ~ 2026-05-01,전연령,"서울 마포구 동교로41길 30 | 위도:37.5636487224, 경도:126.923576525",,"연남동에서 세상에 하나뿐인 특별한 도자기를 판매합니다. 💚 평소에 잘 쓰지 않던 손의 감각에만 집중하는 시간, 이번에는 색이 어떻게 나올까 두근거리는 마음, 매일 일상에서 사용하는 물건을 직접 만드는 기쁨, 취미로 도예를 이어오며 알게 된 것들을 공유합니다. 🏺",https://www.instagram.com/p/DXiYEtHDwnV,라꾸라꾸:1.0;couple_score:0.2;couple_signal_soft:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,라이프스타일:1.0;리빙/인테리어:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,니드스윗 팝업,2026-04-24 ~ 2026-05-06,전연령,"서울 송파구 올림픽로 240 | 위도:37.5119595533, 경도:127.0980841255",,"밀가루 없이도 완벽한, 프리미엄 저당 디저트의 기준, '니드스윗' 🎂 니드스윗은 밀가루 없이, 건강한 저당 레시피로 만든 프리미엄 치즈케이크만을 선보입니다. 달콤함은 줄이고 진한 풍미는 더한 특별한 치즈케이크로, guilt-free한 디저트 시간을 선물해드립니다. 😋",https://www.instagram.com/p/DXi0keTkSP6/,잠실:1.0;잠실 팝업:1.0;F&B:1.0;베이커리:1.0;디저트:1.0;케이크:1.0;빵:1.0;저당디저트:1.0;저당케이크:1.0;다이어트케이크:1.0;다이어트디저트:1.0;다이어터:1.0;couple_score:1.0;couple_signal_soft:1.0;pick_count:1;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,F&B:1.0;카페/디저트/베이커리:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,월드리페어 팝업,2026-05-01 ~ 2026-05-14,전연령,"부산 해운대구 센텀남대로 59 | 위도:35.1697951886, 경도:129.1312461746",,"명품 수선·케어 토탈 플랫폼 월드리페어 팝업스토어가 롯데백화점 센텀시티점에서 기간 한정으로 진행돼요 👜✨ 가죽 가방, 지갑, 슈즈 등 다양한 명품 제품을 대상으로 클리닝, 도금, 폴리싱, 스크래치 복원 서비스를 받아볼 수 있어요 👞",https://popga.co.kr/popup/6646,부산:1.0;센텀시티:1.0;롯데백화점 센텀시티점:1.0;월드리페어:1.0;명품 수선:1.0;가방 수선:1.0;신발 수선:1.0;리폼 팝업:1.0;패션:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,패션:1.0;잡화(가방/신발/모자):1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,태석광학 팝업,2026-04-24 ~ 2026-08-31,전연령,"서울 광진구 능동로 92 | 위도:37.539022325, 경도:127.0713146847",,"패션 아이웨어 브랜드를 한자리에서 만나볼 수 있는 태석광학 선글라스 팝업이 롯데백화점 건대스타시티점에 오픈해요 🫶🏻 올세인츠, 마쥬, 투미 등 다양한 브랜드 선글라스를 특별가로 만나볼 수 있어 여름 시즌 데일리 아이템을 준비하기 좋은 팝업이에요 🕶️✨",https://popga.co.kr/popup/6645,건대:1.0;건대스타시티:1.0;태석광학:1.0;선글라스 팝업:1.0;롯데백화점 건대스타시티점:1.0;아이웨어 팝업:1.0;패션:1.0;couple_score:0.3;couple_signal_soft:1.0;pick_count:4;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,패션:1.0;잡화(가방/신발/모자):1.0;실내 팝업:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,뽀로로 X 타고가요 팝업,2026-04-17 ~ 2026-04-26,전연령,"경기 화성시 동탄구 동탄역로 156 | 위도:37.2006884349, 경도:127.0978770454",,"아이들과 함께 체험해볼 수 있는 뽀로로 × 타고가요 팝업스토어가 롯데백화점 동탄점에 오픈했어요 🫶🏻 뽀로로 에디션을 비롯해 스마일 모델, 프리미엄 모델, 마리나 모델 등 다양한 라이딩 제품을 직접 체험해보고 특별 혜택가로 만나볼 수 있어요 🚗✨",https://popga.co.kr/popup/6643,동탄:1.0;뽀로로:1.0;타고가요:1.0;롯데백화점 동탄점:1.0;동탄 팝업:1.0;키즈 팝업:1.0;유아용 라이딩:1.0;키즈:1.0;family_oriented:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,키즈/반려동물:1.0;패밀리/키즈:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,바샤커피 팝업,2026-04-01 ~ 2026-05-31,전연령,"광주 동구 독립로 268 | 위도:35.1545658571, 경도:126.9122713515",,"100% 아라비카 원두만을 사용하는 프리미엄 커피 브랜드 바샤커피(Bacha Coffee) 팝업이 롯데백화점 광주점에 오픈했어요 🙌🏻 세계 35개 커피 생산국에서 수확한 다양한 아라비카 커피 드립백과 기프트 세트, 비스킷 제품 등을 현장에서 만나보세요 ☕✨",https://popga.co.kr/popup/6642,광주:1.0;바샤커피:1.0;Bacha Coffee 팝업:1.0;롯데백화점 광주점:1.0;광주 팝업:1.0;커피:1.0;드립백:1.0;F&B:1.0;couple_score:1.0;couple_signal_soft:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,F&B:1.0;카페/디저트/베이커리:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,올드페리도넛 팝업,2026-04-17 ~ 2026-04-30,전연령,"경남 창원시 성산구 중앙대로 124 | 위도:35.2243735551, 경도:128.6819087377",,"서울 3대 도넛 맛집으로 알려진 프리미엄 도넛 브랜드 올드페리도넛 팝업이 롯데백화점 창원점에 오픈했어요 🙌🏻 프레쉬한 도우와 엄선된 재료로 만든 우유크림도넛, 크림브륄레, 피넛버터, 버터 피스타치오 등 인기 메뉴를 직접 만나보세요 🍩✨",https://popga.co.kr/popup/6641,창원:1.0;올드페리도넛:1.0;OLD FERRY DONUT 팝업:1.0;롯데백화점 창원점:1.0;창원 팝업:1.0;도넛:1.0;디저트:1.0;F&B:1.0;couple_score:1.0;couple_signal_soft:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,F&B:1.0;카페/디저트/베이커리:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,피엘라벤 팝업,2026-04-17 ~ 2026-06-04,전연령,"서울 강서구 하늘길 지하 77 | 위도:37.5630962101, 경도:126.8030753028",,"스웨덴 아웃도어 브랜드 피엘라벤(Fjällräven)의 대표 백팩 칸켄 시리즈를 만나볼 수 있는 팝업이 롯데백화점 김포공항점에 오픈했어요 🙌🏻 칸켄 클래식부터 토트팩, 랩탑, 위켄더 등 다양한 라인업과 시즌 컬러 제품을 한자리에서 직접 만나보세요 🎒✨",https://popga.co.kr/popup/6640,김포:1.0;피엘라벤:1.0;Fjallraven 팝업:1.0;롯데백화점 김포공항점:1.0;김포 팝업:1.0;칸켄:1.0;백팩:1.0;패션:1.0;pick_count:1;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,패션:1.0;잡화(가방/신발/모자):1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,크록스 팝업,2026-04-24 ~ 2026-05-07,전연령,"경기 구리시 경춘로 261 | 위도:37.6026950075, 경도:127.1437218886",,"편안한 착용감과 다양한 커스터마이징으로 사랑받는 크록스(CROCS) 시즌 팝업이 롯데백화점 구리점에 오픈했어요 🙌🏻 슬리퍼, 샌들, 클로그 등 다양한 인기 제품을 만나볼 수 있으며 지비츠로 나만의 스타일을 완성하는 재미도 함께 경험해보세요 👟✨",https://popga.co.kr/popup/6639,구리:1.0;크록스:1.0;CROCS 팝업:1.0;롯데백화점 구리점:1.0;구리 팝업:1.0;지비츠:1.0;샌들:1.0;패션:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,패션:1.0;잡화(가방/신발/모자):1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,슬렙트 팝업,2026-04-24 ~ 2026-07-31,전연령,"경기 수원시 권선구 세화로 134 | 위도:37.2644756754, 경도:126.9982920423",,금성침대의 기술력을 바탕으로 만든 프리미엄 숙면 브랜드 슬렙트(SLEPT) 팝업이 롯데백화점 타임빌라스 수원점에서 오픈했어요 🙌🏻 매트리스와 프레임 세트 구성부터 다양한 프리미엄 침실 라인업을 직접 체험하고 상담받아볼 수 있어요! 🫶🏻,https://popga.co.kr/popup/6638,수원:1.0;슬렙트:1.0;SLEPT 팝업:1.0;타임빌라스 수원:1.0;롯데백화점 타임빌라스 수원점:1.0;수원 팝업:1.0;매트리스:1.0;리빙:1.0;couple_score:0.2;couple_signal_soft:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,라이프스타일:1.0;리빙/인테리어:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,시오팡야 팝업,2026-04-24 ~ 2026-05-07,전연령,"경기 안양시 동안구 시민대로 180 | 위도:37.3900331906, 경도:126.9504319121",,"프리미엄 소금빵 브랜드 시오팡야(SIO PANYA) 팝업이 롯데백화점 평촌점에 오픈했어요 🫶🏻 프랑스산 고메버터와 게랑드 소금을 사용한 클래식 소금빵부터 명란, 트러플, 초코, 프렌치 소금빵 등 다양한 인기 메뉴를 현장에서 만나볼 수 있어요 🥖✨",https://www.lotteshopping.com/shpgnews/shpgnewsDetail?shpgNewsNo=SNM00000000000526469,평촌:1.0;시오팡야:1.0;SIOPANYA 팝업:1.0;롯데백화점 평촌점:1.0;평촌 팝업:1.0;소금빵:1.0;베이커리:1.0;F&B:1.0;couple_score:1.0;couple_signal_soft:1.0;pick_count:1;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,F&B:1.0;카페/디저트/베이커리:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,K2 X 아이더 X 노르디스크 팝업,2026-04-24 ~ 2026-04-30,전연령,"부산 부산진구 가야대로 772 | 위도:35.1568356635, 경도:129.0565122838",,"아웃도어 브랜드 K2, 아이더, 노르디스크가 함께하는 시즌 팝업이 롯데백화점 부산본점에 오픈했어요 🫶🏻 경량 자켓, 반팔 티셔츠, 팬츠 등 다양한 인기 아웃도어 의류를 최대 70% 할인 혜택으로 만나보세요 🏕️✨",https://www.lotteshopping.com/shpgnews/shpgnewsDetail?shpgNewsNo=SNM00000000000528430,부산:1.0;K2 팝업:1.0;아이더 팝업:1.0;노르디스크 팝업:1.0;롯데백화점 부산본점:1.0;부산 팝업:1.0;아웃도어:1.0;K2:1.0;아이더:1.0;노르디스크:1.0;남포동:1.0;패션:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,패션:1.0;의류:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,샌디버터 팝업,2026-04-24 ~ 2026-05-06,전연령,"서울 송파구 올림픽로 240 | 위도:37.5118645218, 경도:127.0985958125",,"제철 과일을 활용한 과일 디저트 맛집 샌디버터(SANDYBUTTER) 팝업이 롯데백화점 잠실점에 오픈했어요 🙌🏻 쫄깃한 식감의 생딸기 모찌, 샤인머스켓 모찌부터 상큼 달달한 크림과 과일이 어우러진 다양한 과일산도 메뉴까지 현장에서 만나볼 수 있어요! 신선한 과일 디저트를 좋아하신다면 잠실에서 특별한 달콤함을 직접 경험해보세요 🍓🥭✨",https://popga.co.kr/popup/6635,잠실:1.0;샌디버터 팝업:1.0;SANDYBUTTER 팝업:1.0;롯데백화점 잠실점:1.0;잠실 팝업:1.0;과일모찌:1.0;과일산도:1.0;F&B:1.0;couple_score:1.0;couple_signal_soft:1.0;pick_count:1;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,F&B:1.0;카페/디저트/베이커리:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,마이크로 킥보드 팝업,2026-04-24 ~ 2026-05-07,전연령,"부산 부산진구 가야대로 772 | 위도:35.1566887114, 경도:129.0564098281",,"오리지널 킥보드 브랜드 마이크로킥보드(Micro Kickboard) 팝업이 롯데백화점 부산본점에 오픈해요 🙌🏻 마이크로바이크 16인치부터 미니 투고 디럭스 플러스 LED, 맥시T 프로라이트 LED 등 다양한 인기 킥보드 라인업을 현장에서 직접 만나보세요 🛴✨",https://popga.co.kr/popup/6634,부산:1.0;마이크로킥보드:1.0;MICRO KICKBOARD 팝업:1.0;롯데백화점 부산본점:1.0;부산 팝업:1.0;킥보드:1.0;유아킥보드:1.0;키즈:1.0;family_oriented:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,키즈/반려동물:1.0;패밀리/키즈:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,끄네들로 팝업,2026-05-01 ~ 2026-05-14,전연령,"대구 북구 태평로 161 | 위도:35.8755449529, 경도:128.5956745159",,SNS에서 화제가 된 굴뚝빵 브랜드 끄네들로(KNEDLO) 팝업이 롯데백화점 대구점에 오픈했어요 🙌🏻 48시간 상온 발효 반죽을 직화 방식으로 즉석에서 구워내는 겉바속촉 굴뚝빵을 현장에서 바로 즐겨보세요 🥖✨,https://popga.co.kr/popup/6633,대구:1.0;끄네들로:1.0;굴뚝빵:1.0;KNEDLO 팝업:1.0;롯데백화점 대구점:1.0;대구 팝업:1.0;굴뚝빵:1.0;베이커리:1.0;F&B:1.0;couple_score:1.0;couple_signal_soft:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,F&B:1.0;카페/디저트/베이커리:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,멜리사 팝업,2026-04-10 ~ 2026-08-31,전연령,"경기 화성시 동탄구 동탄역로 156 | 위도:37.2004609127, 경도:127.0978851997",,"브라질에서 시작된 젤리슈즈 브랜드 멜리사(MELISSA) 팝업이 롯데백화점 동탄점에 오픈했어요 🫶🏻 수잔팡(Susan Fang), 숄(Scholl)과의 컬래버레이션 라인부터 포제션, 다프니스, 루나 블룸 등 다양한 인기 젤리슈즈 라인업을 한자리에서 만나보세요 👡✨",https://popga.co.kr/popup/6632,동탄:1.0;멜리사:1.0;MELISSA 팝업:1.0;롯데백화점 동탄점:1.0;동탄 팝업:1.0;젤리슈즈:1.0;샌들:1.0;패션:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,패션:1.0;잡화(가방/신발/모자):1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,닛카 위스키 팝업,2026-04-24 ~ 2026-05-07,전연령,"경기 화성시 동탄구 동탄역로 156 | 위도:37.2005105216, 경도:127.0978233111",,"일본 위스키의 아버지로 불리는 타케츠루 마사타카가 1934년 설립한 닛카 위스키(NIKKA WHISKY) 팝업이 롯데백화점 동탄점에 오픈했어요 🍶 대표 라인업부터 신규 제품, 리미티드 셀렉션까지 다양한 닛카 위스키를 시음으로 경험해볼 수 있어요! 현장에서 특별한 위스키의 풍미를 직접 체험해보세요 🥃✨",https://www.lotteshopping.com/shpgnews/shpgnewsDetail?shpgNewsNo=SNM00000000000528578,동탄:1.0;닛카위스키:1.0;NIKKA WHISKY 팝업:1.0;롯데백화점 동탄점:1.0;동탄 팝업:1.0;위스키:1.0;시음행사:1.0;F&B:1.0;couple_score:0.9;couple_signal_soft:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,F&B:1.0;주류:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,동경생초코파이 팝업 @동탄,2026-04-24 ~ 2026-04-30,전연령,"경기 화성시 동탄구 동탄역로 156 | 위도:37.2005601259, 경도:127.0977670545",,일본 동경에서 연구한 레시피로 만든 디저트 동경생초코파이 팝업이 롯데백화점 동탄점에 오픈했어요 🙌🏻 부드러운 초코 크림과 촉촉한 식감이 특징인 생초코파이를 현장에서 바로 만나보세요 🍫✨,https://popga.co.kr/popup/6630,동탄:1.0;동경생초코파이:1.0;롯데백화점 동탄점:1.0;동탄 팝업:1.0;생초코파이:1.0;디저트:1.0;베이커리:1.0;일본 디저트:1.0;F&B:1.0;couple_score:1.0;couple_signal_soft:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,F&B:1.0;카페/디저트/베이커리:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,빵떡집 팝업,2026-05-01 ~ 2026-05-07,전연령,"경기 화성시 동탄구 동탄역로 156 | 위도:37.2006613196, 경도:127.0979783877",,"겉은 바삭하고 속은 쫀득한 식감이 특징인 빵떡집 단백질떡 팝업이 롯데백화점 동탄점에 오픈했어요! 🙌🏻 빵도 아니고 떡도 아닌 새로운 식감의 디저트로, 부담 없이 즐기면서 단백질까지 챙길 수 있는 간식이에요! 고구마, 단호박, 바닐라크림, 초코, 솔티카라멜, 흑임자 등 다양한 맛으로 구성되어 있어 취향에 맞게 선택해보세요 🍠✨",https://popga.co.kr/popup/6629,동탄:1.0;빵떡집:1.0;단백질떡:1.0;동탄 팝업:1.0;롯데백화점 동탄점:1.0;단백질 디저트:1.0;건강간식:1.0;F&B:1.0;couple_score:1.0;couple_signal_soft:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,F&B:1.0;카페/디저트/베이커리:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,그로또 팝업,2026-04-24 ~ 2026-04-30,전연령,"서울 관악구 봉천로 209 | 위도:37.4905100602, 경도:126.925087611",,수원 영통 파스타 맛집으로 알려진 그로또 파스타 밀키트 팝업이 롯데백화점 관악점에서 오픈했어요 🫶🏻 2011년부터 사랑받아 온 시그니처 메뉴를 집에서도 간편하게 즐길 수 있도록 구성된 밀키트 제품을 만나보세요 🍝✨,https://popga.co.kr/popup/6628,관악:1.0;그로또:1.0;파스타 밀키트:1.0;관악 팝업:1.0;롯데백화점 관악점:1.0;밀키트 팝업:1.0;파스타 밀키트:1.0;F&B:1.0;couple_score:0.9;couple_signal_soft:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,F&B:1.0;식사/레스토랑:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,쉐프윤 팝업,2026-04-24 ~ 2026-04-30,전연령,"경기 부천시 원미구 길주로 300 | 위도:37.5024654437, 경도:126.7751790732",,100% 수제 반죽으로 만드는 쉐프윤 고로케&찹쌀꽈배기 팝업이 롯데백화점 중동점에서 오픈해요 🙌🏻 쫄깃하고 부드러운 식감과 고소한 풍미가 특징인 수제 고로케와 꽈배기를 현장에서 만나보세요 🥟✨,https://popga.co.kr/popup/6627,중동:1.0;쉐프윤:1.0;고로케 팝업:1.0;꽈배기 팝업:1.0;롯데백화점 중동점:1.0;부천 팝업:1.0;수제 고로케:1.0;F&B:1.0;couple_score:1.0;couple_signal_soft:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,F&B:1.0;카페/디저트/베이커리:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,더티치즈바이트 팝업,2026-04-24 ~ 2026-04-30,전연령,"부산 중구 중앙대로 2 | 위도:35.0979643803, 경도:129.0365178138",,"미국 SNS에서 화제가 된 칠리스 치즈스틱 더티치즈바이트 팝업이 롯데백화점 광복점에 오픈했어요 🙌🏻 바삭하게 튀긴 통치즈스틱에 다양한 소스를 함께 즐길 수 있는 메뉴로 간편한 간식으로 만나보기 좋아요! 칠리스 치즈스틱과 스윗허니 치즈스틱은 기본 오리지널 소스와 함께 제공되며, 치폴레·오리지널·마라마요 등 추가 소스를 선택해 취향에 맞게 즐겨보세요 🧀✨",https://popga.co.kr/popup/6626,광복:1.0;더티치즈바이트:1.0;치즈스틱 팝업:1.0;롯데백화점 광복점:1.0;부산 팝업:1.0;칠리스 치즈스틱:1.0;부산 간식 팝업:1.0;F&B:1.0;couple_score:1.0;couple_signal_soft:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,F&B:1.0;카페/디저트/베이커리:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,찾다보니여기 팝업 @동탄,2026-04-24 ~ 2026-04-30,전연령,"경기 화성시 동탄구 동탄역로 156 | 위도:37.2004337135, 경도:127.0980879186",,"프리미엄 건어물과 건강칩을 만나볼 수 있는 찾다보니 여기 팝업이 롯데백화점 동탄점에 오픈했어요 🙌🏻 신선한 원물을 깨끗하게 세척하고 해풍 건조 방식으로 완성한 건어물과 담백한 건강 간식을 다양하게 만나볼 수 있어요! 페스츄리 오징어, 구운 장족, 국산 연근칩, 수제 찹쌀김부각 등 남녀노소 부담 없이 즐기기 좋은 간식 라인업을 직접 만나보세요 🦑🥠✨",https://popga.co.kr/popup/6625,동탄:1.0;찾다보니여기:1.0;건어물 팝업:1.0;건강칩 팝업:1.0;롯데백화점 동탄점:1.0;동탄 팝업:1.0;연근칩:1.0;김부각:1.0;F&B:1.0;couple_score:0.4;couple_signal_soft:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,F&B:1.0;과자/음료/편의점:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,끄네들로 팝업,2026-04-24 ~ 2026-05-06,전연령,"서울 송파구 올림픽로 240 | 위도:37.511787913, 경도:127.0986239886",,"서울 원조 굴뚝빵 맛집으로 알려진 끄네들로 체코 전통 굴뚝빵 팝업이 롯데백화점 잠실점에 오픈했어요 🙌🏻 프랑스산 밀가루와 게랑드 천일염, 이즈니 A.O.P 버터를 사용해 48시간 숙성한 반죽을 매장에서 즉석으로 구워 겉은 바삭하고 속은 촉촉한 식감을 즐길 수 있어요! 플레인·시나몬·콰삭·소보로 굴뚝빵 등 다양한 메뉴와 함께 시그니처 우베 아이스크림, 두바이 초코소스까지 함께 만나보세요 🍞🍦✨",https://popga.co.kr/popup/6624,잠실:1.0;끄네들로:1.0;굴뚝빵:1.0;롯데백화점 잠실점:1.0;잠실 팝업:1.0;체코 굴뚝빵:1.0;잠실 디저트 팝업:1.0;F&B:1.0;couple_score:1.0;couple_signal_soft:1.0;pick_count:2;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,F&B:1.0;카페/디저트/베이커리:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,네오젠 X 슈야토야 팝업,2026-05-01 ~ 2026-05-10,전연령,"경기 구리시 경춘로 261 | 위도:37.6027217093, 경도:127.1439908965",,"네오젠과 슈야토야가 함께하는 콜라보 팝업스토어가 롯데백화점 구리점에 오픈했어요 🫶🏻 봄철 화사한 피부 표현을 위한 스킨케어 제품과 함께 슈야토야 랜덤 키링이 포함된 기획세트도 만나볼 수 있어요 ✨ 넥스트 글로우 프렙 세럼 기획세트, 수분크림, 더블 비타 선세럼, 나이아신아마이드 버블 클렌저 등 인기 제품을 직접 만나보세요 💛",https://popga.co.kr/popup/6622,구리:1.0;네오젠:1.0;슈야토야:1.0;네오젠:1.0;롯데백화점 구리점:1.0;구리 팝업:1.0;뷰티 팝업:1.0;네오젠 샘플 이벤트:1.0;뷰티:1.0;캐릭터:1.0;couple_score:0.4;couple_signal_soft:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,뷰티:1.0;애니/캐릭터:1.0;화장품:1.0;캐릭터:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,제이에스티나 팝업 @노원,2026-04-24 ~ 2026-04-30,전연령,"서울 노원구 동일로 1414 | 위도:37.654958558, 경도:127.0611497468",,주얼리 브랜드 제이에스티나 팝업스토어가 롯데백화점 노원점에 오픈했어요 🫶🏻 K14 및 실버 소재 이월 상품을 중심으로 다양한 주얼리 라인업을 특별 할인 혜택으로 만나볼 수 있어요 💎✨,https://popga.co.kr/popup/6621,노원:1.0;제이에스티나:1.0;주얼리 팝업:1.0;롯데백화점 노원점:1.0;노원 팝업:1.0;제이에스티나 할인:1.0;주얼리 할인 팝업:1.0;패션:1.0;couple_score:0.5;couple_signal_soft:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,패션:1.0;주얼리/시계:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,직화로 완성한 불초밥 팝업,2026-04-24 ~ 2026-04-30,전연령,"전북 전주시 완산구 온고을로 2 | 위도:35.8343555578, 경도:127.1216964092",,직화로 완성한 따뜻한 불초밥 팝업이 롯데백화점 전주점에 오픈했어요 💛 불향을 살린 소고기 불초밥과 새우 불초밥 등 다양한 구성으로 간편하게 즐기기 좋은 초밥 메뉴를 만나보세요 🍣🔥,https://popga.co.kr/popup/6620,전주:1.0;불초밥:1.0;직화초밥:1.0;롯데백화점 전주점:1.0;전주 팝업:1.0;아이프레시:1.0;초밥 팝업:1.0;F&B:1.0;couple_score:0.9;couple_signal_soft:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,F&B:1.0;식사/레스토랑:1.0;popup:1.0,,
팝가(Popga) | 팝업스토어,팝업스토어,두레연 팝업,2026-04-24 ~ 2026-04-30,전연령,"경기 부천시 원미구 길주로 300 | 위도:37.5025462053, 경도:126.7750063638",,"다도 명인이 직접 재배한 전통 건강차를 만나볼 수 있는 두레연 향기백련 연심차 팝업이 롯데백화점 중동점에 오픈했어요 🫶🏻 환절기 따뜻한 차 한잔의 여유와 함께 건강까지 챙길 수 있는 다양한 연잎차·연심차·연자육 제품을 현장에서 만나볼 수 있어요 🍵 향기백련 순수연심차를 비롯해 천년 황실차, 하엽 초승차, 연자육, 연자가루, 연근가루, 연잎가루 등 정성스럽게 재배·가공된 프리미엄 전통차 제품을 직접 만나보세요 🌿",https://popga.co.kr/popup/6619,중동:1.0;두레연:1.0;향기백련:1.0;연심차:1.0;연잎차:1.0;롯데백화점 중동점:1.0;건강차 팝업:1.0;차:1.0;F&B:1.0;couple_score:1.0;couple_signal_soft:1.0;verified_at=2026-09-11 22:00:13,2026-08-28 23:08:38,F&B:1.0;카페/디저트/베이커리:1.0;popup:1.0,,
